Account Region,Country,Market,Date,Sum of Count Of SR
US and Canada,United States,On - Highway,31-10-2018,15
US and Canada,United States,On - Highway,31-10-2019,13
US and Canada,United States,On - Highway,31-10-2020,1
US and Canada,United States,On - Highway,31-10-2022,9
US and Canada,United States,On - Highway,31-12-2018,4
US and Canada,United States,On - Highway,31-12-2019,4
US and Canada,United States,On - Highway,31-12-2020,3
US and Canada,United States,On - Highway,31-12-2021,1
US and Canada,United States,Power Gen,01-01-2019,1
US and Canada,United States,Power Gen,01-02-2018,5
US and Canada,United States,Power Gen,01-02-2019,5
US and Canada,United States,Power Gen,01-02-2021,8
US and Canada,United States,Power Gen,01-02-2022,6
US and Canada,United States,Power Gen,01-02-2023,22
US and Canada,United States,Power Gen,01-03-2018,1
US and Canada,United States,Power Gen,01-03-2019,4
US and Canada,United States,Power Gen,01-03-2021,3
US and Canada,United States,Power Gen,01-03-2022,3
US and Canada,United States,Power Gen,01-03-2023,4
US and Canada,United States,Power Gen,01-04-2019,2
US and Canada,United States,Power Gen,01-04-2020,6
US and Canada,United States,Power Gen,01-04-2021,3
US and Canada,United States,Power Gen,01-04-2022,7
US and Canada,United States,Power Gen,01-05-2018,3
US and Canada,United States,Power Gen,01-05-2019,2
US and Canada,United States,Power Gen,01-05-2020,4
US and Canada,United States,Power Gen,01-06-2018,5
US and Canada,United States,Power Gen,01-06-2020,2
US and Canada,United States,Power Gen,01-06-2021,6
US and Canada,United States,Power Gen,01-06-2022,3
US and Canada,United States,Power Gen,01-07-2019,4
US and Canada,United States,Power Gen,01-07-2020,9
US and Canada,United States,Power Gen,01-07-2021,5
US and Canada,United States,Power Gen,01-07-2022,6
US and Canada,United States,Power Gen,01-08-2018,8
US and Canada,United States,Power Gen,01-08-2019,5
US and Canada,United States,Power Gen,01-08-2022,8
US and Canada,United States,Power Gen,01-09-2020,9
US and Canada,United States,Power Gen,01-09-2021,2
US and Canada,United States,Power Gen,01-09-2022,6
US and Canada,United States,Power Gen,01-10-2018,9
US and Canada,United States,Power Gen,01-10-2019,8
US and Canada,United States,Power Gen,01-10-2020,4
US and Canada,United States,Power Gen,01-10-2021,6
US and Canada,United States,Power Gen,01-11-2018,8
US and Canada,United States,Power Gen,01-11-2019,3
US and Canada,United States,Power Gen,01-11-2021,2
US and Canada,United States,Power Gen,01-11-2022,2
US and Canada,United States,Power Gen,01-12-2018,1
US and Canada,United States,Power Gen,01-12-2020,5
US and Canada,United States,Power Gen,01-12-2021,10
US and Canada,United States,Power Gen,01-12-2022,4
US and Canada,United States,Power Gen,02-01-2019,6
US and Canada,United States,Power Gen,02-01-2020,8
US and Canada,United States,Power Gen,02-01-2023,1
US and Canada,United States,Power Gen,02-02-2018,2
US and Canada,United States,Power Gen,02-02-2021,5
US and Canada,United States,Power Gen,02-02-2022,5
US and Canada,United States,Power Gen,02-02-2023,9
US and Canada,United States,Power Gen,02-03-2018,3
US and Canada,United States,Power Gen,02-03-2020,5
US and Canada,United States,Power Gen,02-03-2021,5
US and Canada,United States,Power Gen,02-03-2022,3
US and Canada,United States,Power Gen,02-03-2023,5
US and Canada,United States,Power Gen,02-04-2018,5
US and Canada,United States,Power Gen,02-04-2019,6
US and Canada,United States,Power Gen,02-04-2020,4
US and Canada,United States,Power Gen,02-04-2021,3
US and Canada,United States,Power Gen,02-05-2018,3
US and Canada,United States,Power Gen,02-05-2019,5
US and Canada,United States,Power Gen,02-05-2022,8
US and Canada,United States,Power Gen,02-06-2020,4
US and Canada,United States,Power Gen,02-06-2021,4
US and Canada,United States,Power Gen,02-06-2022,4
US and Canada,United States,Power Gen,02-07-2018,6
US and Canada,United States,Power Gen,02-07-2019,4
US and Canada,United States,Power Gen,02-07-2020,9
US and Canada,United States,Power Gen,02-07-2021,2
US and Canada,United States,Power Gen,02-08-2018,10
US and Canada,United States,Power Gen,02-08-2019,7
US and Canada,United States,Power Gen,02-08-2021,7
US and Canada,United States,Power Gen,02-08-2022,12
US and Canada,United States,Power Gen,02-09-2020,8
US and Canada,United States,Power Gen,02-09-2021,6
US and Canada,United States,Power Gen,02-09-2022,14
US and Canada,United States,Power Gen,02-10-2018,5
US and Canada,United States,Power Gen,02-10-2019,7
US and Canada,United States,Power Gen,02-10-2020,6
US and Canada,United States,Power Gen,02-11-2018,3
US and Canada,United States,Power Gen,02-11-2020,3
US and Canada,United States,Power Gen,02-11-2021,3
US and Canada,United States,Power Gen,02-11-2022,7
US and Canada,United States,Power Gen,02-12-2019,6
US and Canada,United States,Power Gen,02-12-2020,9
US and Canada,United States,Power Gen,02-12-2021,4
US and Canada,United States,Power Gen,02-12-2022,3
US and Canada,United States,Power Gen,03-01-2018,9
US and Canada,United States,Power Gen,03-01-2019,9
US and Canada,United States,Power Gen,03-01-2020,2
US and Canada,United States,Power Gen,03-01-2022,7
US and Canada,United States,Power Gen,03-01-2023,4
US and Canada,United States,Power Gen,03-02-2020,5
US and Canada,United States,Power Gen,03-02-2021,4
US and Canada,United States,Power Gen,03-02-2022,7
US and Canada,United States,Power Gen,03-02-2023,5
US and Canada,United States,Power Gen,03-03-2019,1
US and Canada,United States,Power Gen,03-03-2020,4
US and Canada,United States,Power Gen,03-03-2021,5
US and Canada,United States,Power Gen,03-03-2022,7
US and Canada,United States,Power Gen,03-03-2023,4
US and Canada,United States,Power Gen,03-04-2018,6
US and Canada,United States,Power Gen,03-04-2019,3
US and Canada,United States,Power Gen,03-04-2020,2
US and Canada,United States,Power Gen,03-04-2023,2
US and Canada,United States,Power Gen,03-05-2018,4
US and Canada,United States,Power Gen,03-05-2019,7
US and Canada,United States,Power Gen,03-05-2021,6
US and Canada,United States,Power Gen,03-05-2022,7
US and Canada,United States,Power Gen,03-06-2019,6
US and Canada,United States,Power Gen,03-06-2020,4
US and Canada,United States,Power Gen,03-06-2021,4
US and Canada,United States,Power Gen,03-06-2022,2
US and Canada,United States,Power Gen,03-07-2018,9
US and Canada,United States,Power Gen,03-07-2019,8
US and Canada,United States,Power Gen,03-08-2018,4
US and Canada,United States,Power Gen,03-08-2019,1
US and Canada,United States,Power Gen,03-08-2020,6
US and Canada,United States,Power Gen,03-08-2021,7
US and Canada,United States,Power Gen,03-08-2022,8
US and Canada,United States,Power Gen,03-09-2019,8
US and Canada,United States,Power Gen,03-09-2020,7
US and Canada,United States,Power Gen,03-09-2021,6
US and Canada,United States,Power Gen,03-10-2018,5
US and Canada,United States,Power Gen,03-10-2019,7
US and Canada,United States,Power Gen,03-10-2022,8
US and Canada,United States,Power Gen,03-11-2020,3
US and Canada,United States,Power Gen,03-11-2021,15
US and Canada,United States,Power Gen,03-11-2022,5
US and Canada,United States,Power Gen,03-12-2018,2
US and Canada,United States,Power Gen,03-12-2019,5
US and Canada,United States,Power Gen,03-12-2020,3
US and Canada,United States,Power Gen,03-12-2021,3
US and Canada,United States,Power Gen,04-01-2018,2
US and Canada,United States,Power Gen,04-01-2019,4
US and Canada,United States,Power Gen,04-01-2021,7
US and Canada,United States,Power Gen,04-01-2022,6
US and Canada,United States,Power Gen,04-01-2023,2
US and Canada,United States,Power Gen,04-02-2019,1
US and Canada,United States,Power Gen,04-02-2020,5
US and Canada,United States,Power Gen,04-02-2021,5
US and Canada,United States,Power Gen,04-02-2022,6
US and Canada,United States,Power Gen,04-02-2023,1
US and Canada,United States,Power Gen,04-03-2019,2
US and Canada,United States,Power Gen,04-03-2020,8
US and Canada,United States,Power Gen,04-03-2021,5
US and Canada,United States,Power Gen,04-03-2022,11
US and Canada,United States,Power Gen,04-04-2018,5
US and Canada,United States,Power Gen,04-04-2019,4
US and Canada,United States,Power Gen,04-04-2020,1
US and Canada,United States,Power Gen,04-04-2022,3
US and Canada,United States,Power Gen,04-04-2023,9
US and Canada,United States,Power Gen,04-05-2018,2
US and Canada,United States,Power Gen,04-05-2020,7
US and Canada,United States,Power Gen,04-05-2021,5
US and Canada,United States,Power Gen,04-05-2022,12
US and Canada,United States,Power Gen,04-06-2018,8
US and Canada,United States,Power Gen,04-06-2019,9
US and Canada,United States,Power Gen,04-06-2020,9
US and Canada,United States,Power Gen,04-06-2021,7
US and Canada,United States,Power Gen,04-07-2018,1
US and Canada,United States,Power Gen,04-08-2020,7
US and Canada,United States,Power Gen,04-08-2021,8
US and Canada,United States,Power Gen,04-08-2022,5
US and Canada,United States,Power Gen,04-09-2018,11
US and Canada,United States,Power Gen,04-09-2019,6
US and Canada,United States,Power Gen,04-09-2020,4
US and Canada,United States,Power Gen,04-09-2021,1
US and Canada,United States,Power Gen,04-10-2018,10
US and Canada,United States,Power Gen,04-10-2019,8
US and Canada,United States,Power Gen,04-10-2021,4
US and Canada,United States,Power Gen,04-10-2022,8
US and Canada,United States,Power Gen,04-11-2019,2
US and Canada,United States,Power Gen,04-11-2020,4
US and Canada,United States,Power Gen,04-11-2021,8
US and Canada,United States,Power Gen,04-11-2022,4
US and Canada,United States,Power Gen,04-12-2018,6
US and Canada,United States,Power Gen,04-12-2019,1
US and Canada,United States,Power Gen,04-12-2020,5
US and Canada,United States,Power Gen,05-01-2018,4
US and Canada,United States,Power Gen,05-01-2021,5
US and Canada,United States,Power Gen,05-01-2022,9
US and Canada,United States,Power Gen,05-01-2023,6
US and Canada,United States,Power Gen,05-02-2018,10
US and Canada,United States,Power Gen,05-02-2019,4
US and Canada,United States,Power Gen,05-02-2020,4
US and Canada,United States,Power Gen,05-02-2021,4
US and Canada,United States,Power Gen,05-03-2018,4
US and Canada,United States,Power Gen,05-03-2019,7
US and Canada,United States,Power Gen,05-03-2020,4
US and Canada,United States,Power Gen,05-03-2021,7
US and Canada,United States,Power Gen,05-04-2018,6
US and Canada,United States,Power Gen,05-04-2019,6
US and Canada,United States,Power Gen,05-04-2021,4
US and Canada,United States,Power Gen,05-04-2022,6
US and Canada,United States,Power Gen,05-05-2020,7
US and Canada,United States,Power Gen,05-05-2021,2
US and Canada,United States,Power Gen,05-05-2022,3
US and Canada,United States,Power Gen,05-06-2018,7
US and Canada,United States,Power Gen,05-06-2019,8
US and Canada,United States,Power Gen,05-06-2020,4
US and Canada,United States,Power Gen,05-07-2018,2
US and Canada,United States,Power Gen,05-07-2019,4
US and Canada,United States,Power Gen,05-07-2022,7
US and Canada,United States,Power Gen,05-08-2019,7
US and Canada,United States,Power Gen,05-08-2020,8
US and Canada,United States,Power Gen,05-08-2021,9
US and Canada,United States,Power Gen,05-08-2022,6
US and Canada,United States,Power Gen,05-09-2018,10
US and Canada,United States,Power Gen,05-09-2019,5
US and Canada,United States,Power Gen,05-10-2018,2
US and Canada,United States,Power Gen,05-10-2020,7
US and Canada,United States,Power Gen,05-10-2021,7
US and Canada,United States,Power Gen,05-10-2022,10
US and Canada,United States,Power Gen,05-11-2018,8
US and Canada,United States,Power Gen,05-11-2019,6
US and Canada,United States,Power Gen,05-11-2020,10
US and Canada,United States,Power Gen,05-11-2021,7
US and Canada,United States,Power Gen,05-11-2022,1
US and Canada,United States,Power Gen,05-12-2018,6
US and Canada,United States,Power Gen,05-12-2019,5
US and Canada,United States,Power Gen,05-12-2022,2
US and Canada,United States,Power Gen,06-01-2020,8
US and Canada,United States,Power Gen,06-01-2021,5
US and Canada,United States,Power Gen,06-01-2022,3
US and Canada,United States,Power Gen,06-01-2023,3
US and Canada,United States,Power Gen,06-02-2018,4
US and Canada,United States,Power Gen,06-02-2019,4
US and Canada,United States,Power Gen,06-02-2020,1
US and Canada,United States,Power Gen,06-02-2023,4
US and Canada,United States,Power Gen,06-03-2018,4
US and Canada,United States,Power Gen,06-03-2019,8
US and Canada,United States,Power Gen,06-03-2020,6
US and Canada,United States,Power Gen,06-03-2023,3
US and Canada,United States,Power Gen,06-04-2018,4
US and Canada,United States,Power Gen,06-04-2020,4
US and Canada,United States,Power Gen,06-04-2021,2
US and Canada,United States,Power Gen,06-04-2022,5
US and Canada,United States,Power Gen,06-05-2018,1
US and Canada,United States,Power Gen,06-05-2019,7
US and Canada,United States,Power Gen,06-05-2020,3
US and Canada,United States,Power Gen,06-05-2021,3
US and Canada,United States,Power Gen,06-05-2022,7
US and Canada,United States,Power Gen,06-06-2018,9
US and Canada,United States,Power Gen,06-06-2019,5
US and Canada,United States,Power Gen,06-06-2022,3
US and Canada,United States,Power Gen,06-07-2018,4
US and Canada,United States,Power Gen,06-07-2020,11
US and Canada,United States,Power Gen,06-07-2021,5
US and Canada,United States,Power Gen,06-07-2022,9
US and Canada,United States,Power Gen,06-08-2018,4
US and Canada,United States,Power Gen,06-08-2019,4
US and Canada,United States,Power Gen,06-08-2020,8
US and Canada,United States,Power Gen,06-08-2021,4
US and Canada,United States,Power Gen,06-09-2018,5
US and Canada,United States,Power Gen,06-09-2019,3
US and Canada,United States,Power Gen,06-09-2022,1
US and Canada,United States,Power Gen,06-10-2020,6
US and Canada,United States,Power Gen,06-10-2021,5
US and Canada,United States,Power Gen,06-10-2022,8
US and Canada,United States,Power Gen,06-11-2018,6
US and Canada,United States,Power Gen,06-11-2019,2
US and Canada,United States,Power Gen,06-11-2020,5
US and Canada,United States,Power Gen,06-11-2021,1
US and Canada,United States,Power Gen,06-12-2018,6
US and Canada,United States,Power Gen,06-12-2019,4
US and Canada,United States,Power Gen,06-12-2021,6
US and Canada,United States,Power Gen,06-12-2022,5
US and Canada,United States,Power Gen,07-01-2019,7
US and Canada,United States,Power Gen,07-01-2020,7
US and Canada,United States,Power Gen,07-01-2021,5
US and Canada,United States,Power Gen,07-01-2022,9
US and Canada,United States,Power Gen,07-02-2018,3
US and Canada,United States,Power Gen,07-02-2019,7
US and Canada,United States,Power Gen,07-02-2020,2
US and Canada,United States,Power Gen,07-02-2022,6
US and Canada,United States,Power Gen,07-02-2023,8
US and Canada,United States,Power Gen,07-03-2018,11
US and Canada,United States,Power Gen,07-03-2019,5
US and Canada,United States,Power Gen,07-03-2020,1
US and Canada,United States,Power Gen,07-03-2022,9
US and Canada,United States,Power Gen,07-03-2023,7
US and Canada,United States,Power Gen,07-04-2020,7
US and Canada,United States,Power Gen,07-04-2021,2
US and Canada,United States,Power Gen,07-04-2022,4
US and Canada,United States,Power Gen,07-05-2018,4
US and Canada,United States,Power Gen,07-05-2019,7
US and Canada,United States,Power Gen,07-05-2020,3
US and Canada,United States,Power Gen,07-05-2021,3
US and Canada,United States,Power Gen,07-06-2018,5
US and Canada,United States,Power Gen,07-06-2019,6
US and Canada,United States,Power Gen,07-06-2021,3
US and Canada,United States,Power Gen,07-06-2022,3
US and Canada,United States,Power Gen,07-07-2020,6
US and Canada,United States,Power Gen,07-07-2021,8
US and Canada,United States,Power Gen,07-07-2022,6
US and Canada,United States,Power Gen,07-08-2018,6
US and Canada,United States,Power Gen,07-08-2019,4
US and Canada,United States,Power Gen,07-08-2020,3
US and Canada,United States,Power Gen,07-08-2021,1
US and Canada,United States,Power Gen,07-09-2018,1
US and Canada,United States,Power Gen,07-09-2021,5
US and Canada,United States,Power Gen,07-09-2022,6
US and Canada,United States,Power Gen,07-10-2019,3
US and Canada,United States,Power Gen,07-10-2020,2
US and Canada,United States,Power Gen,07-10-2021,4
US and Canada,United States,Power Gen,07-10-2022,8
US and Canada,United States,Power Gen,07-11-2018,10
US and Canada,United States,Power Gen,07-11-2019,3
US and Canada,United States,Power Gen,07-11-2022,3
US and Canada,United States,Power Gen,07-12-2018,6
US and Canada,United States,Power Gen,07-12-2020,3
US and Canada,United States,Power Gen,07-12-2021,6
US and Canada,United States,Power Gen,07-12-2022,3
US and Canada,United States,Power Gen,08-01-2019,10
US and Canada,United States,Power Gen,08-01-2020,4
US and Canada,United States,Power Gen,08-01-2021,6
US and Canada,United States,Power Gen,08-02-2018,3
US and Canada,United States,Power Gen,08-02-2019,3
US and Canada,United States,Power Gen,08-02-2021,5
US and Canada,United States,Power Gen,08-02-2022,9
US and Canada,United States,Power Gen,08-02-2023,5
US and Canada,United States,Power Gen,08-03-2018,4
US and Canada,United States,Power Gen,08-03-2019,8
US and Canada,United States,Power Gen,08-03-2021,4
US and Canada,United States,Power Gen,08-03-2022,5
US and Canada,United States,Power Gen,08-03-2023,7
US and Canada,United States,Power Gen,08-04-2019,7
US and Canada,United States,Power Gen,08-04-2020,4
US and Canada,United States,Power Gen,08-04-2021,2
US and Canada,United States,Power Gen,08-04-2022,5
US and Canada,United States,Power Gen,08-05-2018,8
US and Canada,United States,Power Gen,08-05-2019,2
US and Canada,United States,Power Gen,08-05-2020,3
US and Canada,United States,Power Gen,08-06-2018,6
US and Canada,United States,Power Gen,08-06-2020,3
US and Canada,United States,Power Gen,08-06-2021,4
US and Canada,United States,Power Gen,08-06-2022,5
US and Canada,United States,Power Gen,08-07-2019,6
US and Canada,United States,Power Gen,08-07-2020,8
US and Canada,United States,Power Gen,08-07-2021,9
US and Canada,United States,Power Gen,08-07-2022,5
US and Canada,United States,Power Gen,08-08-2018,3
US and Canada,United States,Power Gen,08-08-2019,2
US and Canada,United States,Power Gen,08-08-2020,1
US and Canada,United States,Power Gen,08-08-2022,6
US and Canada,United States,Power Gen,08-09-2020,4
US and Canada,United States,Power Gen,08-09-2021,8
US and Canada,United States,Power Gen,08-09-2022,6
US and Canada,United States,Power Gen,08-10-2018,4
US and Canada,United States,Power Gen,08-10-2019,4
US and Canada,United States,Power Gen,08-10-2020,6
US and Canada,United States,Power Gen,08-10-2021,6
US and Canada,United States,Power Gen,08-11-2018,9
US and Canada,United States,Power Gen,08-11-2019,2
US and Canada,United States,Power Gen,08-11-2021,6
US and Canada,United States,Power Gen,08-11-2022,4
US and Canada,United States,Power Gen,08-12-2020,4
US and Canada,United States,Power Gen,08-12-2021,8
US and Canada,United States,Power Gen,08-12-2022,5
US and Canada,United States,Power Gen,09-01-2018,4
US and Canada,United States,Power Gen,09-01-2019,9
US and Canada,United States,Power Gen,09-01-2020,4
US and Canada,United States,Power Gen,09-01-2023,3
US and Canada,United States,Power Gen,09-02-2018,4
US and Canada,United States,Power Gen,09-02-2021,7
US and Canada,United States,Power Gen,09-02-2022,8
US and Canada,United States,Power Gen,09-02-2023,2
US and Canada,United States,Power Gen,09-03-2018,2
US and Canada,United States,Power Gen,09-03-2020,8
US and Canada,United States,Power Gen,09-03-2021,3
US and Canada,United States,Power Gen,09-03-2022,8
US and Canada,United States,Power Gen,09-03-2023,5
US and Canada,United States,Power Gen,09-04-2018,6
US and Canada,United States,Power Gen,09-04-2019,2
US and Canada,United States,Power Gen,09-04-2020,8
US and Canada,United States,Power Gen,09-04-2021,3
US and Canada,United States,Power Gen,09-05-2018,3
US and Canada,United States,Power Gen,09-05-2019,2
US and Canada,United States,Power Gen,09-05-2022,4
US and Canada,United States,Power Gen,09-06-2020,5
US and Canada,United States,Power Gen,09-06-2021,9
US and Canada,United States,Power Gen,09-06-2022,3
US and Canada,United States,Power Gen,09-07-2018,5
US and Canada,United States,Power Gen,09-07-2019,4
US and Canada,United States,Power Gen,09-07-2020,6
US and Canada,United States,Power Gen,09-07-2021,5
US and Canada,United States,Power Gen,09-08-2018,10
US and Canada,United States,Power Gen,09-08-2019,4
US and Canada,United States,Power Gen,09-08-2021,5
US and Canada,United States,Power Gen,09-08-2022,9
US and Canada,United States,Power Gen,09-09-2019,3
US and Canada,United States,Power Gen,09-09-2020,2
US and Canada,United States,Power Gen,09-09-2021,9
US and Canada,United States,Power Gen,09-09-2022,2
US and Canada,United States,Power Gen,09-10-2018,3
US and Canada,United States,Power Gen,09-10-2019,4
US and Canada,United States,Power Gen,09-10-2020,5
US and Canada,United States,Power Gen,09-11-2018,8
US and Canada,United States,Power Gen,09-11-2020,5
US and Canada,United States,Power Gen,09-11-2021,7
US and Canada,United States,Power Gen,09-11-2022,3
US and Canada,United States,Power Gen,09-12-2019,7
US and Canada,United States,Power Gen,09-12-2020,4
US and Canada,United States,Power Gen,09-12-2021,9
US and Canada,United States,Power Gen,09-12-2022,8
US and Canada,United States,Power Gen,10-01-2018,6
US and Canada,United States,Power Gen,10-01-2019,8
US and Canada,United States,Power Gen,10-01-2020,3
US and Canada,United States,Power Gen,10-01-2022,5
US and Canada,United States,Power Gen,10-01-2023,6
US and Canada,United States,Power Gen,10-02-2020,3
US and Canada,United States,Power Gen,10-02-2021,2
US and Canada,United States,Power Gen,10-02-2022,5
US and Canada,United States,Power Gen,10-02-2023,4
US and Canada,United States,Power Gen,10-03-2021,3
US and Canada,United States,Power Gen,10-03-2022,3
US and Canada,United States,Power Gen,10-03-2023,6
US and Canada,United States,Power Gen,10-04-2018,1
US and Canada,United States,Power Gen,10-04-2019,3
US and Canada,United States,Power Gen,10-04-2020,2
US and Canada,United States,Power Gen,10-05-2018,4
US and Canada,United States,Power Gen,10-05-2019,5
US and Canada,United States,Power Gen,10-05-2021,5
US and Canada,United States,Power Gen,10-05-2022,4
US and Canada,United States,Power Gen,10-06-2019,3
US and Canada,United States,Power Gen,10-06-2020,9
US and Canada,United States,Power Gen,10-06-2021,3
US and Canada,United States,Power Gen,10-06-2022,4
US and Canada,United States,Power Gen,10-07-2018,7
US and Canada,United States,Power Gen,10-07-2019,9
US and Canada,United States,Power Gen,10-07-2020,6
US and Canada,United States,Power Gen,10-08-2018,3
US and Canada,United States,Power Gen,10-08-2020,5
US and Canada,United States,Power Gen,10-08-2021,6
US and Canada,United States,Power Gen,10-08-2022,10
US and Canada,United States,Power Gen,10-09-2018,4
US and Canada,United States,Power Gen,10-09-2019,10
US and Canada,United States,Power Gen,10-09-2020,3
US and Canada,United States,Power Gen,10-09-2021,7
US and Canada,United States,Power Gen,10-10-2018,6
US and Canada,United States,Power Gen,10-10-2019,2
US and Canada,United States,Power Gen,10-10-2022,8
US and Canada,United States,Power Gen,10-11-2020,6
US and Canada,United States,Power Gen,10-11-2021,7
US and Canada,United States,Power Gen,10-11-2022,2
US and Canada,United States,Power Gen,10-12-2018,4
US and Canada,United States,Power Gen,10-12-2019,8
US and Canada,United States,Power Gen,10-12-2020,5
US and Canada,United States,Power Gen,10-12-2021,4
US and Canada,United States,Power Gen,11-01-2018,5
US and Canada,United States,Power Gen,11-01-2019,3
US and Canada,United States,Power Gen,11-01-2021,7
US and Canada,United States,Power Gen,11-01-2022,6
US and Canada,United States,Power Gen,11-01-2023,6
US and Canada,United States,Power Gen,11-02-2019,7
US and Canada,United States,Power Gen,11-02-2020,4
US and Canada,United States,Power Gen,11-02-2021,5
US and Canada,United States,Power Gen,11-02-2022,6
US and Canada,United States,Power Gen,11-03-2019,6
US and Canada,United States,Power Gen,11-03-2020,5
US and Canada,United States,Power Gen,11-03-2021,6
US and Canada,United States,Power Gen,11-03-2022,3
US and Canada,United States,Power Gen,11-04-2018,2
US and Canada,United States,Power Gen,11-04-2019,8
US and Canada,United States,Power Gen,11-04-2022,5
US and Canada,United States,Power Gen,11-05-2018,2
US and Canada,United States,Power Gen,11-05-2020,3
US and Canada,United States,Power Gen,11-05-2021,5
US and Canada,United States,Power Gen,11-05-2022,4
US and Canada,United States,Power Gen,11-06-2018,10
US and Canada,United States,Power Gen,11-06-2019,5
US and Canada,United States,Power Gen,11-06-2020,5
US and Canada,United States,Power Gen,11-06-2021,6
US and Canada,United States,Power Gen,11-07-2018,11
US and Canada,United States,Power Gen,11-07-2019,2
US and Canada,United States,Power Gen,11-07-2022,4
US and Canada,United States,Power Gen,11-08-2020,3
US and Canada,United States,Power Gen,11-08-2021,3
US and Canada,United States,Power Gen,11-08-2022,7
US and Canada,United States,Power Gen,11-09-2018,7
US and Canada,United States,Power Gen,11-09-2019,6
US and Canada,United States,Power Gen,11-09-2020,5
US and Canada,United States,Power Gen,11-09-2021,1
US and Canada,United States,Power Gen,11-10-2018,6
US and Canada,United States,Power Gen,11-10-2019,1
US and Canada,United States,Power Gen,11-10-2021,7
US and Canada,United States,Power Gen,11-10-2022,11
US and Canada,United States,Power Gen,11-11-2019,2
US and Canada,United States,Power Gen,11-11-2020,2
US and Canada,United States,Power Gen,11-11-2021,8
US and Canada,United States,Power Gen,11-11-2022,10
US and Canada,United States,Power Gen,11-12-2018,5
US and Canada,United States,Power Gen,11-12-2019,6
US and Canada,United States,Power Gen,11-12-2020,3
US and Canada,United States,Power Gen,12-01-2018,6
US and Canada,United States,Power Gen,12-01-2021,1
US and Canada,United States,Power Gen,12-01-2022,8
US and Canada,United States,Power Gen,12-01-2023,3
US and Canada,United States,Power Gen,12-02-2018,5
US and Canada,United States,Power Gen,12-02-2019,7
US and Canada,United States,Power Gen,12-02-2020,6
US and Canada,United States,Power Gen,12-02-2021,11
US and Canada,United States,Power Gen,12-03-2018,2
US and Canada,United States,Power Gen,12-03-2019,15
US and Canada,United States,Power Gen,12-03-2020,5
US and Canada,United States,Power Gen,12-03-2021,7
US and Canada,United States,Power Gen,12-04-2018,3
US and Canada,United States,Power Gen,12-04-2019,2
US and Canada,United States,Power Gen,12-04-2021,4
US and Canada,United States,Power Gen,12-04-2022,9
US and Canada,United States,Power Gen,12-05-2020,11
US and Canada,United States,Power Gen,12-05-2021,7
US and Canada,United States,Power Gen,12-05-2022,3
US and Canada,United States,Power Gen,12-06-2018,4
US and Canada,United States,Power Gen,12-06-2019,4
US and Canada,United States,Power Gen,12-06-2020,5
US and Canada,United States,Power Gen,12-07-2018,12
US and Canada,United States,Power Gen,12-07-2019,5
US and Canada,United States,Power Gen,12-07-2021,4
US and Canada,United States,Power Gen,12-07-2022,6
US and Canada,United States,Power Gen,12-08-2019,5
US and Canada,United States,Power Gen,12-08-2020,3
US and Canada,United States,Power Gen,12-08-2021,5
US and Canada,United States,Power Gen,12-08-2022,4
US and Canada,United States,Power Gen,12-09-2018,6
US and Canada,United States,Power Gen,12-09-2019,5
US and Canada,United States,Power Gen,12-09-2022,8
US and Canada,United States,Power Gen,12-10-2018,8
US and Canada,United States,Power Gen,12-10-2020,12
US and Canada,United States,Power Gen,12-10-2021,9
US and Canada,United States,Power Gen,12-10-2022,5
US and Canada,United States,Power Gen,12-11-2018,4
US and Canada,United States,Power Gen,12-11-2019,6
US and Canada,United States,Power Gen,12-11-2020,5
US and Canada,United States,Power Gen,12-11-2021,5
US and Canada,United States,Power Gen,12-12-2018,6
US and Canada,United States,Power Gen,12-12-2019,4
US and Canada,United States,Power Gen,12-12-2022,4
US and Canada,United States,Power Gen,13-01-2019,1
US and Canada,United States,Power Gen,13-01-2020,3
US and Canada,United States,Power Gen,13-01-2021,9
US and Canada,United States,Power Gen,13-01-2022,6
US and Canada,United States,Power Gen,13-01-2023,4
US and Canada,United States,Power Gen,13-02-2018,3
US and Canada,United States,Power Gen,13-02-2019,8
US and Canada,United States,Power Gen,13-02-2020,3
US and Canada,United States,Power Gen,13-02-2021,1
US and Canada,United States,Power Gen,13-02-2023,7
US and Canada,United States,Power Gen,13-03-2018,3
US and Canada,United States,Power Gen,13-03-2019,6
US and Canada,United States,Power Gen,13-03-2020,1
US and Canada,United States,Power Gen,13-03-2023,8
US and Canada,United States,Power Gen,13-04-2018,3
US and Canada,United States,Power Gen,13-04-2020,9
US and Canada,United States,Power Gen,13-04-2021,3
US and Canada,United States,Power Gen,13-04-2022,4
US and Canada,United States,Power Gen,13-05-2019,7
US and Canada,United States,Power Gen,13-05-2020,5
US and Canada,United States,Power Gen,13-05-2021,1
US and Canada,United States,Power Gen,13-05-2022,3
US and Canada,United States,Power Gen,13-06-2018,12
US and Canada,United States,Power Gen,13-06-2019,3
US and Canada,United States,Power Gen,13-06-2020,1
US and Canada,United States,Power Gen,13-06-2022,3
US and Canada,United States,Power Gen,13-07-2018,6
US and Canada,United States,Power Gen,13-07-2020,9
US and Canada,United States,Power Gen,13-07-2021,1
US and Canada,United States,Power Gen,13-07-2022,5
US and Canada,United States,Power Gen,13-08-2018,4
US and Canada,United States,Power Gen,13-08-2019,8
US and Canada,United States,Power Gen,13-08-2020,12
US and Canada,United States,Power Gen,13-08-2021,4
