Account Region,Country,Market,Date,Sum of Count Of SR
US and Canada,United States,Power Gen,13-09-2018,6
US and Canada,United States,Power Gen,13-09-2019,3
US and Canada,United States,Power Gen,13-09-2021,6
US and Canada,United States,Power Gen,13-09-2022,9
US and Canada,United States,Power Gen,13-10-2020,10
US and Canada,United States,Power Gen,13-10-2021,7
US and Canada,United States,Power Gen,13-10-2022,8
US and Canada,United States,Power Gen,13-11-2018,1
US and Canada,United States,Power Gen,13-11-2019,5
US and Canada,United States,Power Gen,13-11-2020,2
US and Canada,United States,Power Gen,13-11-2021,1
US and Canada,United States,Power Gen,13-12-2018,4
US and Canada,United States,Power Gen,13-12-2019,8
US and Canada,United States,Power Gen,13-12-2021,5
US and Canada,United States,Power Gen,13-12-2022,4
US and Canada,United States,Power Gen,14-01-2019,6
US and Canada,United States,Power Gen,14-01-2020,4
US and Canada,United States,Power Gen,14-01-2021,10
US and Canada,United States,Power Gen,14-01-2022,8
US and Canada,United States,Power Gen,14-02-2018,10
US and Canada,United States,Power Gen,14-02-2019,3
US and Canada,United States,Power Gen,14-02-2020,5
US and Canada,United States,Power Gen,14-02-2022,3
US and Canada,United States,Power Gen,14-02-2023,5
US and Canada,United States,Power Gen,14-03-2018,4
US and Canada,United States,Power Gen,14-03-2019,6
US and Canada,United States,Power Gen,14-03-2022,5
US and Canada,United States,Power Gen,14-03-2023,4
US and Canada,United States,Power Gen,14-04-2020,3
US and Canada,United States,Power Gen,14-04-2021,2
US and Canada,United States,Power Gen,14-04-2022,1
US and Canada,United States,Power Gen,14-05-2018,4
US and Canada,United States,Power Gen,14-05-2019,5
US and Canada,United States,Power Gen,14-05-2020,9
US and Canada,United States,Power Gen,14-05-2021,3
US and Canada,United States,Power Gen,14-06-2018,6
US and Canada,United States,Power Gen,14-06-2019,2
US and Canada,United States,Power Gen,14-06-2021,4
US and Canada,United States,Power Gen,14-06-2022,4
US and Canada,United States,Power Gen,14-07-2020,5
US and Canada,United States,Power Gen,14-07-2021,10
US and Canada,United States,Power Gen,14-07-2022,3
US and Canada,United States,Power Gen,14-08-2018,3
US and Canada,United States,Power Gen,14-08-2019,5
US and Canada,United States,Power Gen,14-08-2020,7
US and Canada,United States,Power Gen,14-09-2018,10
US and Canada,United States,Power Gen,14-09-2020,6
US and Canada,United States,Power Gen,14-09-2021,2
US and Canada,United States,Power Gen,14-09-2022,8
US and Canada,United States,Power Gen,14-10-2019,1
US and Canada,United States,Power Gen,14-10-2020,4
US and Canada,United States,Power Gen,14-10-2021,5
US and Canada,United States,Power Gen,14-10-2022,3
US and Canada,United States,Power Gen,14-11-2018,10
US and Canada,United States,Power Gen,14-11-2019,2
US and Canada,United States,Power Gen,14-11-2022,1
US and Canada,United States,Power Gen,14-12-2018,3
US and Canada,United States,Power Gen,14-12-2021,6
US and Canada,United States,Power Gen,14-12-2022,7
US and Canada,United States,Power Gen,15-01-2018,4
US and Canada,United States,Power Gen,15-01-2019,1
US and Canada,United States,Power Gen,15-01-2020,5
US and Canada,United States,Power Gen,15-01-2021,4
US and Canada,United States,Power Gen,15-02-2018,5
US and Canada,United States,Power Gen,15-02-2019,4
US and Canada,United States,Power Gen,15-02-2021,14
US and Canada,United States,Power Gen,15-02-2022,7
US and Canada,United States,Power Gen,15-02-2023,8
US and Canada,United States,Power Gen,15-03-2018,1
US and Canada,United States,Power Gen,15-03-2021,4
US and Canada,United States,Power Gen,15-03-2022,7
US and Canada,United States,Power Gen,15-03-2023,7
US and Canada,United States,Power Gen,15-04-2019,6
US and Canada,United States,Power Gen,15-04-2020,4
US and Canada,United States,Power Gen,15-04-2021,4
US and Canada,United States,Power Gen,15-04-2022,6
US and Canada,United States,Power Gen,15-05-2018,4
US and Canada,United States,Power Gen,15-05-2019,3
US and Canada,United States,Power Gen,15-05-2020,7
US and Canada,United States,Power Gen,15-06-2018,6
US and Canada,United States,Power Gen,15-06-2020,3
US and Canada,United States,Power Gen,15-06-2021,6
US and Canada,United States,Power Gen,15-06-2022,10
US and Canada,United States,Power Gen,15-07-2019,3
US and Canada,United States,Power Gen,15-07-2020,5
US and Canada,United States,Power Gen,15-07-2021,6
US and Canada,United States,Power Gen,15-07-2022,8
US and Canada,United States,Power Gen,15-08-2018,8
US and Canada,United States,Power Gen,15-08-2019,7
US and Canada,United States,Power Gen,15-08-2022,10
US and Canada,United States,Power Gen,15-09-2020,3
US and Canada,United States,Power Gen,15-09-2021,4
US and Canada,United States,Power Gen,15-09-2022,6
US and Canada,United States,Power Gen,15-10-2018,8
US and Canada,United States,Power Gen,15-10-2019,2
US and Canada,United States,Power Gen,15-10-2020,6
US and Canada,United States,Power Gen,15-10-2021,5
US and Canada,United States,Power Gen,15-11-2018,14
US and Canada,United States,Power Gen,15-11-2019,3
US and Canada,United States,Power Gen,15-11-2021,6
US and Canada,United States,Power Gen,15-11-2022,6
US and Canada,United States,Power Gen,15-12-2020,6
US and Canada,United States,Power Gen,15-12-2021,4
US and Canada,United States,Power Gen,15-12-2022,5
US and Canada,United States,Power Gen,16-01-2018,6
US and Canada,United States,Power Gen,16-01-2019,9
US and Canada,United States,Power Gen,16-01-2020,2
US and Canada,United States,Power Gen,16-02-2018,4
US and Canada,United States,Power Gen,16-02-2021,4
US and Canada,United States,Power Gen,16-02-2022,7
US and Canada,United States,Power Gen,16-02-2023,6
US and Canada,United States,Power Gen,16-03-2018,3
US and Canada,United States,Power Gen,16-03-2019,1
US and Canada,United States,Power Gen,16-03-2020,4
US and Canada,United States,Power Gen,16-03-2021,7
US and Canada,United States,Power Gen,16-03-2022,6
US and Canada,United States,Power Gen,16-03-2023,9
US and Canada,United States,Power Gen,16-04-2018,3
US and Canada,United States,Power Gen,16-04-2019,6
US and Canada,United States,Power Gen,16-04-2020,4
US and Canada,United States,Power Gen,16-04-2021,3
US and Canada,United States,Power Gen,16-05-2018,6
US and Canada,United States,Power Gen,16-05-2019,8
US and Canada,United States,Power Gen,16-05-2022,7
US and Canada,United States,Power Gen,16-06-2020,7
US and Canada,United States,Power Gen,16-06-2021,5
US and Canada,United States,Power Gen,16-06-2022,8
US and Canada,United States,Power Gen,16-07-2018,5
US and Canada,United States,Power Gen,16-07-2019,3
US and Canada,United States,Power Gen,16-07-2020,8
US and Canada,United States,Power Gen,16-07-2021,6
US and Canada,United States,Power Gen,16-08-2018,10
US and Canada,United States,Power Gen,16-08-2019,5
US and Canada,United States,Power Gen,16-08-2021,6
US and Canada,United States,Power Gen,16-08-2022,6
US and Canada,United States,Power Gen,16-09-2019,6
US and Canada,United States,Power Gen,16-09-2020,8
US and Canada,United States,Power Gen,16-09-2021,9
US and Canada,United States,Power Gen,16-09-2022,5
US and Canada,United States,Power Gen,16-10-2018,2
US and Canada,United States,Power Gen,16-10-2019,3
US and Canada,United States,Power Gen,16-10-2020,5
US and Canada,United States,Power Gen,16-11-2018,6
US and Canada,United States,Power Gen,16-11-2020,4
US and Canada,United States,Power Gen,16-11-2021,7
US and Canada,United States,Power Gen,16-11-2022,2
US and Canada,United States,Power Gen,16-12-2019,5
US and Canada,United States,Power Gen,16-12-2020,4
US and Canada,United States,Power Gen,16-12-2021,7
US and Canada,United States,Power Gen,16-12-2022,7
US and Canada,United States,Power Gen,17-01-2018,4
US and Canada,United States,Power Gen,17-01-2019,7
US and Canada,United States,Power Gen,17-01-2020,10
US and Canada,United States,Power Gen,17-01-2022,1
US and Canada,United States,Power Gen,17-01-2023,9
US and Canada,United States,Power Gen,17-02-2020,3
US and Canada,United States,Power Gen,17-02-2021,7
US and Canada,United States,Power Gen,17-02-2022,9
US and Canada,United States,Power Gen,17-02-2023,10
US and Canada,United States,Power Gen,17-03-2020,4
US and Canada,United States,Power Gen,17-03-2021,4
US and Canada,United States,Power Gen,17-03-2022,5
US and Canada,United States,Power Gen,17-03-2023,6
US and Canada,United States,Power Gen,17-04-2018,6
US and Canada,United States,Power Gen,17-04-2019,6
US and Canada,United States,Power Gen,17-04-2020,3
US and Canada,United States,Power Gen,17-05-2018,3
US and Canada,United States,Power Gen,17-05-2019,5
US and Canada,United States,Power Gen,17-05-2021,2
US and Canada,United States,Power Gen,17-05-2022,7
US and Canada,United States,Power Gen,17-06-2019,1
US and Canada,United States,Power Gen,17-06-2020,4
US and Canada,United States,Power Gen,17-06-2021,3
US and Canada,United States,Power Gen,17-06-2022,3
US and Canada,United States,Power Gen,17-07-2018,11
US and Canada,United States,Power Gen,17-07-2019,6
US and Canada,United States,Power Gen,17-07-2020,5
US and Canada,United States,Power Gen,17-08-2018,8
US and Canada,United States,Power Gen,17-08-2019,2
US and Canada,United States,Power Gen,17-08-2020,9
US and Canada,United States,Power Gen,17-08-2021,9
US and Canada,United States,Power Gen,17-08-2022,10
US and Canada,United States,Power Gen,17-09-2018,5
US and Canada,United States,Power Gen,17-09-2019,6
US and Canada,United States,Power Gen,17-09-2020,6
US and Canada,United States,Power Gen,17-09-2021,3
US and Canada,United States,Power Gen,17-10-2018,9
US and Canada,United States,Power Gen,17-10-2019,6
US and Canada,United States,Power Gen,17-10-2022,3
US and Canada,United States,Power Gen,17-11-2020,8
US and Canada,United States,Power Gen,17-11-2021,5
US and Canada,United States,Power Gen,17-11-2022,8
US and Canada,United States,Power Gen,17-12-2018,7
US and Canada,United States,Power Gen,17-12-2019,5
US and Canada,United States,Power Gen,17-12-2020,4
US and Canada,United States,Power Gen,17-12-2021,2
US and Canada,United States,Power Gen,18-01-2018,3
US and Canada,United States,Power Gen,18-01-2019,8
US and Canada,United States,Power Gen,18-01-2021,1
US and Canada,United States,Power Gen,18-01-2022,5
US and Canada,United States,Power Gen,18-01-2023,7
US and Canada,United States,Power Gen,18-02-2019,3
US and Canada,United States,Power Gen,18-02-2020,1
US and Canada,United States,Power Gen,18-02-2021,11
US and Canada,United States,Power Gen,18-02-2022,6
US and Canada,United States,Power Gen,18-03-2018,1
US and Canada,United States,Power Gen,18-03-2019,6
US and Canada,United States,Power Gen,18-03-2020,12
US and Canada,United States,Power Gen,18-03-2021,4
US and Canada,United States,Power Gen,18-03-2022,4
US and Canada,United States,Power Gen,18-04-2018,4
US and Canada,United States,Power Gen,18-04-2019,6
US and Canada,United States,Power Gen,18-04-2022,8
US and Canada,United States,Power Gen,18-05-2018,3
US and Canada,United States,Power Gen,18-05-2020,6
US and Canada,United States,Power Gen,18-05-2021,2
US and Canada,United States,Power Gen,18-05-2022,7
US and Canada,United States,Power Gen,18-06-2018,7
US and Canada,United States,Power Gen,18-06-2019,7
US and Canada,United States,Power Gen,18-06-2020,6
US and Canada,United States,Power Gen,18-06-2021,4
US and Canada,United States,Power Gen,18-07-2018,9
US and Canada,United States,Power Gen,18-07-2019,4
US and Canada,United States,Power Gen,18-07-2022,9
US and Canada,United States,Power Gen,18-08-2020,4
US and Canada,United States,Power Gen,18-08-2021,6
US and Canada,United States,Power Gen,18-08-2022,5
US and Canada,United States,Power Gen,18-09-2018,5
US and Canada,United States,Power Gen,18-09-2019,4
US and Canada,United States,Power Gen,18-09-2020,5
US and Canada,United States,Power Gen,18-10-2018,4
US and Canada,United States,Power Gen,18-10-2019,5
US and Canada,United States,Power Gen,18-10-2021,6
US and Canada,United States,Power Gen,18-10-2022,5
US and Canada,United States,Power Gen,18-11-2019,9
US and Canada,United States,Power Gen,18-11-2020,2
US and Canada,United States,Power Gen,18-11-2021,8
US and Canada,United States,Power Gen,18-11-2022,4
US and Canada,United States,Power Gen,18-12-2018,8
US and Canada,United States,Power Gen,18-12-2019,5
US and Canada,United States,Power Gen,18-12-2020,6
US and Canada,United States,Power Gen,18-12-2021,3
US and Canada,United States,Power Gen,19-01-2018,3
US and Canada,United States,Power Gen,19-01-2021,4
US and Canada,United States,Power Gen,19-01-2022,6
US and Canada,United States,Power Gen,19-01-2023,7
US and Canada,United States,Power Gen,19-02-2018,5
US and Canada,United States,Power Gen,19-02-2019,4
US and Canada,United States,Power Gen,19-02-2020,8
US and Canada,United States,Power Gen,19-02-2021,2
US and Canada,United States,Power Gen,19-03-2018,3
US and Canada,United States,Power Gen,19-03-2019,4
US and Canada,United States,Power Gen,19-03-2020,11
US and Canada,United States,Power Gen,19-03-2021,8
US and Canada,United States,Power Gen,19-04-2018,3
US and Canada,United States,Power Gen,19-04-2019,5
US and Canada,United States,Power Gen,19-04-2021,6
US and Canada,United States,Power Gen,19-04-2022,4
US and Canada,United States,Power Gen,19-05-2019,1
US and Canada,United States,Power Gen,19-05-2020,5
US and Canada,United States,Power Gen,19-05-2021,4
US and Canada,United States,Power Gen,19-05-2022,3
US and Canada,United States,Power Gen,19-06-2018,4
US and Canada,United States,Power Gen,19-06-2019,1
US and Canada,United States,Power Gen,19-06-2020,2
US and Canada,United States,Power Gen,19-07-2018,5
US and Canada,United States,Power Gen,19-07-2019,4
US and Canada,United States,Power Gen,19-07-2021,4
US and Canada,United States,Power Gen,19-07-2022,3
US and Canada,United States,Power Gen,19-08-2019,7
US and Canada,United States,Power Gen,19-08-2020,6
US and Canada,United States,Power Gen,19-08-2021,4
US and Canada,United States,Power Gen,19-08-2022,14
US and Canada,United States,Power Gen,19-09-2018,6
US and Canada,United States,Power Gen,19-09-2019,6
US and Canada,United States,Power Gen,19-09-2022,7
US and Canada,United States,Power Gen,19-10-2018,3
US and Canada,United States,Power Gen,19-10-2020,5
US and Canada,United States,Power Gen,19-10-2021,6
US and Canada,United States,Power Gen,19-10-2022,4
US and Canada,United States,Power Gen,19-11-2018,6
US and Canada,United States,Power Gen,19-11-2019,3
